,post_id,text,tokens
10,1817627,"Usually message passing languages (this is especially easy in erlang, since it has immutable variables) optimise away the actual data copying between the processes (of course local processes only: you'll want to think your network distribution pattern wisely), so this isn't much an issue.
","['Usually', 'message', 'passing', 'languages', '(this', 'is', 'especially', 'easy', 'in', 'erlang,', 'since', 'it', 'has', 'immutable', 'variables)', 'optimise', 'away', 'the', 'actual', 'data', 'copying', 'between', 'the', 'processes', '(of', 'course', 'local', 'processes', 'only:', ""you'll"", 'want', 'to', 'think', 'your', 'network', 'distribution', 'pattern', 'wisely),', 'so', 'this', ""isn't"", 'much', 'an', 'issue.']"
11,1820363,"What is a large data structure?

One persons large is another persons small.

Last week I talked to two people - one person was making embedded devices he used the word
""large"" - I asked him what it meant - he say over 256 KBytes - later in the same week a
guy was talking about media distribution - he used the word ""large"" I asked him what he
meant - he thought for a bit and said ""won't fit on one machine"" say 20-100 TBytes

In Erlang terms ""large"" could mean ""won't fit into RAM"" - so with 4 GBytes of RAM
data structures > 100 MBytes might be considered large - copying a 500 MBytes data structure
might be a problem. Copying small data structures (say 

Really large data structures (i.e. ones that won't fit on one machine) have to be
copied and ""striped"" over several machines.

So I guess you have the following:

Small data structures are no problem - since they are small data processing times are
fast, copying is fast and so on (just because they are small)

Big data structures are a problem - because they don't fit on one machine - so copying is essential.
","['What', 'is', 'a', 'large', 'data', 'structure?', 'One', 'persons', 'large', 'is', 'another', 'persons', 'small.', 'Last', 'week', 'I', 'talked', 'to', 'two', 'people', '-', 'one', 'person', 'was', 'making', 'embedded', 'devices', 'he', 'used', 'the', 'word', '""large""', '-', 'I', 'asked', 'him', 'what', 'it', 'meant', '-', 'he', 'say', 'over', '256', 'KBytes', '-', 'later', 'in', 'the', 'same', 'week', 'a', 'guy', 'was', 'talking', 'about', 'media', 'distribution', '-', 'he', 'used', 'the', 'word', '""large""', 'I', 'asked', 'him', 'what', 'he', 'meant', '-', 'he', 'thought', 'for', 'a', 'bit', 'and', 'said', '""won\'t', 'fit', 'on', 'one', 'machine""', 'say', '20-100', 'TBytes', 'In', 'Erlang', 'terms', '""large""', 'could', 'mean', '""won\'t', 'fit', 'into', 'RAM""', '-', 'so', 'with', '4', 'GBytes', 'of', 'RAM', 'data', 'structures', '>', '100', 'MBytes', 'might', 'be', 'considered', 'large', '-', 'copying', 'a', '500', 'MBytes', 'data', 'structure', 'might', 'be', 'a', 'problem.', 'Copying', 'small', 'data', 'structures', '(say', 'Really', 'large', 'data', 'structures', '(i.e.', 'ones', 'that', ""won't"", 'fit', 'on', 'one', 'machine)', 'have', 'to', 'be', 'copied', 'and', '""striped""', 'over', 'several', 'machines.', 'So', 'I', 'guess', 'you', 'have', 'the', 'following:', 'Small', 'data', 'structures', 'are', 'no', 'problem', '-', 'since', 'they', 'are', 'small', 'data', 'processing', 'times', 'are', 'fast,', 'copying', 'is', 'fast', 'and', 'so', 'on', '(just', 'because', 'they', 'are', 'small)', 'Big', 'data', 'structures', 'are', 'a', 'problem', '-', 'because', 'they', ""don't"", 'fit', 'on', 'one', 'machine', '-', 'so', 'copying', 'is', 'essential.']"
12,1980849,"The other concurrent paradigm is STM, software transactional memory. Clojure's ref's are getting a lot of attention.  Tim Bray has a good series exploring erlang and clojure's concurrent mechanisms

http://www.tbray.org/ongoing/When/200x/2009/09/27/Concur-dot-next

http://www.tbray.org/ongoing/When/200x/2009/12/01/Clojure-Theses
","['The', 'other', 'concurrent', 'paradigm', 'is', 'STM,', 'software', 'transactional', 'memory.', ""Clojure's"", ""ref's"", 'are', 'getting', 'a', 'lot', 'of', 'attention.', 'Tim', 'Bray', 'has', 'a', 'good', 'series', 'exploring', 'erlang', 'and', ""clojure's"", 'concurrent', 'mechanisms', 'http://www.tbray.org/ongoing/When/200x/2009/09/27/Concur-dot-next', 'http://www.tbray.org/ongoing/When/200x/2009/12/01/Clojure-Theses']"
13,2893994,"

Goinstall is still an experimental system. It would be nice if you didn't have to include the full path.
","['If', 'you', 'install', 'web.go', 'through', 'goinstall,', 'you', 'need', 'to', 'do:', 'import', '""github.com/hoisie/web.go""', 'Goinstall', 'is', 'still', 'an', 'experimental', 'system.', 'It', 'would', 'be', 'nice', 'if', 'you', ""didn't"", 'have', 'to', 'include', 'the', 'full', 'path.']"
14,3125521,"In most cases they're the same as C arrays, but the compiler/interpreter hides the pointer from you. This is mainly because then the array can be relocated in memory in a totally transparent way, and so such arrays appear to have an ability to be resized.
On the other hand it is safer, because without a possibility to move the pointers you cannot make a leak.
","['In', 'most', 'cases', ""they're"", 'the', 'same', 'as', 'C', 'arrays,', 'but', 'the', 'compiler/interpreter', 'hides', 'the', 'pointer', 'from', 'you.', 'This', 'is', 'mainly', 'because', 'then', 'the', 'array', 'can', 'be', 'relocated', 'in', 'memory', 'in', 'a', 'totally', 'transparent', 'way,', 'and', 'so', 'such', 'arrays', 'appear', 'to', 'have', 'an', 'ability', 'to', 'be', 'resized.', 'On', 'the', 'other', 'hand', 'it', 'is', 'safer,', 'because', 'without', 'a', 'possibility', 'to', 'move', 'the', 'pointers', 'you', 'cannot', 'make', 'a', 'leak.']"
15,3129417,"Read The Go Programming Language Specification. In particular, the section on Struct types. The Go term to describe what you are looking for is an anonymous field.


  Such a[n] [anonymous] field type must
  be specified as a type name T or as a
  pointer to a type name *T, and T
  itself may not be a pointer type.


int is a type name. []int is neither a type name nor a pointer to a type name.
","['Goinstall', 'is', 'still', 'an', 'experimental', 'system.', 'It', 'would', 'be', 'nice', 'if', 'you', ""didn't"", 'have', 'to', 'include', 'the', 'full', 'path.']"
16,3129440,"No, the type of an anonymous field must be a type name or a pointer to a type name. You could declare a new type name that is the same as an array type, and then it would work, but it wouldn't be exactly the same.
","['No,', 'the', 'type', 'of', 'an', 'anonymous', 'field', 'must', 'be', 'a', 'type', 'name', 'or', 'a', 'pointer', 'to', 'a', 'type', 'name.', 'You', 'could', 'declare', 'a', 'new', 'type', 'name', 'that', 'is', 'the', 'same', 'as', 'an', 'array', 'type,', 'and', 'then', 'it', 'would', 'work,', 'but', 'it', ""wouldn't"", 'be', 'exactly', 'the', 'same.']"
17,3516388,"You're probably looking for a map.
","[""You're"", 'probably', 'looking', 'for', 'a', 'map.']"
18,3516402,"
","['The', 'map', 'type.', 'http://golang.org/doc/effective_go.html#maps', 'There', 'is', 'some', 'difference', 'from', 'python', 'in', 'that', 'the', 'keys', 'have', 'to', 'be', 'typed,', 'so', 'you', ""can't"", 'mix', 'numeric', 'and', 'string', 'keys', '(for', 'some', 'reason', 'I', 'forgot', 'you', 'can),', 'but', ""they're"", 'pretty', 'easy', 'to', 'use.', 'dict', ':=', 'make', '(', 'map', '[', 'string', ']', 'string', ')', 'dict', '[', '""user""', ']', '=', '""so_user""', 'dict', '[', '""pass""', ']', '=', '""l33t_pass1""']"
19,3536318,"

And that's maps in a nutshell.
","['To', 'expand', 'a', 'little', 'on', 'answers', 'already', 'given:', 'A', 'Go', 'map', 'is', 'a', 'typed', 'hash', 'map', 'data', 'structure.', 'A', ""map's"", 'type', 'signature', 'is', 'of', 'the', 'form', 'map', '[', 'keyType', ']', 'valueType', 'where', 'keyType', 'and', 'valueType', 'are', 'the', 'types', 'of', 'the', 'keys', 'and', 'values', 'respectively.', 'To', 'initialize', 'a', 'map,', 'you', 'must', 'use', 'the', 'make', 'function:', 'm', ':=', 'make', '(', 'map', '[', 'string', ']', 'int', ')', 'An', 'uninitialized', 'map', 'is', 'equal', 'to', 'nil,', 'and', 'if', 'read', 'from', 'or', 'written', 'a', 'panic', 'will', 'occur', 'at', 'runtime.', 'The', 'syntax', 'for', 'storing', 'values', 'is', 'much', 'the', 'same', 'as', 'doing', 'so', 'with', 'arrays', 'or', 'slices:', 'm', '[', '""Alice""', ']', '=', '21', 'm', '[', '""Bob""', ']', '=', '17', 'Similarly,', 'retrieving', 'values', 'from', 'a', 'map', 'is', 'done', 'like', 'so:', 'a', ':=', 'm', '[', '""Alice""', ']', 'b', ':=', 'm', '[', '""Bob""', ']', 'You', 'can', 'use', 'the', 'range', 'keyword', 'to', 'iterate', 'over', 'a', 'map', 'with', 'a', 'for', 'loop:', 'for', 'k', ',', 'v', ':=', 'range', 'm', '{', 'fmt.Println(k, v)', '}', 'This', 'code', 'will', 'print:', 'Alice', '21', 'Bob', '17', 'Retrieving', 'a', 'value', 'for', 'a', 'key', 'that', 'is', 'not', 'in', 'the', 'map', 'will', 'return', 'the', 'value', ""type's"", 'zero', 'value:', 'c', ':=', 'm', '[', '""Charlie""', ']', '//', 'c', '==', '0', 'By', 'reading', 'multiple', 'values', 'from', 'a', 'map,', 'you', 'can', 'test', 'for', 'a', ""key's"", 'presence.', 'The', 'second', 'value', 'will', 'be', 'a', 'boolean', 'indicating', 'the', ""key's"", 'presence:', 'a', ',', 'ok', ':=', 'm', '[', '""Alice""', ']', '//', 'a', '==', '21,', 'ok', '==', 'true', 'c', ',', 'ok', ':=', 'm', '[', '""Charlie""', ']', '//', 'c', '==', '0,', 'ok', '==', 'false', 'To', 'remove', 'a', 'key/value', 'entry', 'from', 'a', 'map,', 'you', 'flip', 'it', 'around', 'and', 'assign', 'false', 'as', 'the', 'second', 'value:', 'm', '[', '""Bob""', ']', '=', '0', ',', 'false', 'b', ',', 'ok', ':=', 'm', '[', '""Bob""', ']', '//', 'b', '==', '0,', 'ok', '==', 'false', 'You', 'can', 'store', 'arbitrary', 'types', 'in', 'a', 'map', 'by', 'using', 'the', 'empty', 'interface', 'type', 'interface{}:', 'n', ':=', 'make', '(', 'map', '[', 'string', ']', 'interface', '{})', 'n', '[', '""One""', ']', '=', '1', 'n', '[', '""Two""', ']', '=', '""Two""', 'The', 'only', 'proviso', 'is', 'that', 'when', 'retrieving', 'those', 'values', 'you', 'must', 'perform', 'a', 'type', 'assertion', 'to', 'use', 'them', 'in', 'their', 'original', 'form:', 'a', ':=', 'n', '[', '""One""', '].(', 'int', ')', 'b', ':=', 'n', '[', '""Two""', '].(', 'string', ')', 'You', 'can', 'use', 'a', 'type', 'switch', 'to', 'determine', 'the', 'types', 'of', 'the', 'values', ""you're"", 'pulling', 'out,', 'and', 'deal', 'with', 'them', 'appropriately:', 'for', 'k', ',', 'v', ':=', 'range', 'n', '{', 'switch', 'u', ':=', 'v', '.(', 'type', ')', '{', 'case', 'int', ':', 'fmt.Printf(""Key %q is an int with the value %v.\\n"", k, u)', 'case', 'string', ':', 'fmt.Printf(""Key %q is a string with the value %q.\\n"", k, u)', '}', '}', 'Inside', 'each', 'of', 'those', 'case', 'blocks,', 'u', 'will', 'be', 'of', 'the', 'type', 'specified', 'in', 'the', 'case', 'statement;', 'no', 'explicit', 'type', 'assertion', 'is', 'necessary.', 'This', 'code', 'will', 'print:', 'Key', '""One""', 'is', 'an', 'int', 'with', 'the', 'value', '1', '.', 'Key', '""Two""', 'is', 'a', 'string', 'with', 'the', 'value', '""Two""', '.', 'The', 'key', 'can', 'be', 'of', 'any', 'type', 'for', 'which', 'the', 'equality', 'operator', 'is', 'defined,', 'such', 'as', 'integers,', 'floats,', 'strings,', 'and', 'pointers.', 'Interface', 'types', 'can', 'also', 'be', 'used,', 'as', 'long', 'as', 'the', 'underlying', 'type', 'supports', 'equality.', '(Structs,', 'arrays', 'and', 'slices', 'cannot', 'be', 'used', 'as', 'map', 'keys,', 'because', 'equality', 'is', 'not', 'defined', 'on', 'those', 'types.)', 'For', 'example,', 'the', 'map', 'o', 'can', 'take', 'keys', 'of', 'any', 'of', 'the', 'above', 'types:', 'o', ':=', 'make', '(', 'map', '[', 'interface', '{}]', 'int', ')', 'o', '[', '1', ']', '=', '1', 'o', '[', '""Two""', ']', '=', '2', 'And', ""that's"", 'maps', 'in', 'a', 'nutshell.']"
20,3587284,"Arrays in Go are also values in that they are passed as values to functions(in the same way ints,strings,floats etc.)
Which requires copying the whole array for each function call.

This can be very slow for a large array, which is why in most cases it's usually better to use slices
","['Arrays', 'in', 'Go', 'are', 'also', 'values', 'in', 'that', 'they', 'are', 'passed', 'as', 'values', 'to', 'functions(in', 'the', 'same', 'way', 'ints,strings,floats', 'etc.)', 'Which', 'requires', 'copying', 'the', 'whole', 'array', 'for', 'each', 'function', 'call.', 'This', 'can', 'be', 'very', 'slow', 'for', 'a', 'large', 'array,', 'which', 'is', 'why', 'in', 'most', 'cases', ""it's"", 'usually', 'better', 'to', 'use', 'slices']"
21,3779421,"gevent is a concurrent library that uses Cython at its core. It seems to be pretty fast: http://nichol.as/asynchronous-servers-in-python
","['gevent', 'is', 'a', 'concurrent', 'library', 'that', 'uses', 'Cython', 'at', 'its', 'core.', 'It', 'seems', 'to', 'be', 'pretty', 'fast:', 'http://nichol.as/asynchronous-servers-in-python']"
22,3864079,"I use pprof package, and Google perftools.
","['I', 'use', 'pprof', 'package,', 'and', 'Google', 'perftools.']"
23,3866546,"If you use the gccgo compiler instead of the 6g compiler, you'd probably be able to use the normal GNU tools, i.e. gprof.

I haven't actually done it with gprof, but I at least know that it works for gdb.
","['And', ""that's"", 'maps', 'in', 'a', 'nutshell.']"
24,4279644,"
","['For', 'example,', 'package', 'main', 'import', '(', '""flag""', '""fmt""', '""os""', '""strconv""', ')', 'func', 'main', '()', '{', 'flag.Parse()', 's', ':=', 'flag.Arg(0)', '//', 'string', 'to', 'int', 'i', ',', 'err', ':=', 'strconv.Atoi(s)', 'if', 'err', '!=', 'nil', '{', '//', 'handle', 'error', 'fmt.Println(err)', 'os.Exit(2)', '}', 'fmt.Println(s, i)', '}']"
25,4437778,"What about support. You are relying on a single compiler, provided by Google. What if Go folds or goes commercial?

With Cython you could always go back to Python (or port the C code) if the Cython project folded.

UPDATE: I must say that I am now upset with Cython. The lack of thread support is a major blow. Cython is thread-safe BUT at a serious cost. The global interpreter lock is held the whole time a function executes. Thereby disabling concurrent execution over an entire codebase!

Cython's C-like features are poorly documented and confusing to novices. I admit.

Cython's purpose is to support the Sage mathematics software; Go's is to support Google's ambitious plans for cutting-edge expensive $$ hardware.

In short, I no longer like either one of these languages. Going back to C++ (again). My favorite is Cython.
","['What', 'about', 'support.', 'You', 'are', 'relying', 'on', 'a', 'single', 'compiler,', 'provided', 'by', 'Google.', 'What', 'if', 'Go', 'folds', 'or', 'goes', 'commercial?', 'With', 'Cython', 'you', 'could', 'always', 'go', 'back', 'to', 'Python', '(or', 'port', 'the', 'C', 'code)', 'if', 'the', 'Cython', 'project', 'folded.', 'UPDATE:', 'I', 'must', 'say', 'that', 'I', 'am', 'now', 'upset', 'with', 'Cython.', 'The', 'lack', 'of', 'thread', 'support', 'is', 'a', 'major', 'blow.', 'Cython', 'is', 'thread-safe', 'BUT', 'at', 'a', 'serious', 'cost.', 'The', 'global', 'interpreter', 'lock', 'is', 'held', 'the', 'whole', 'time', 'a', 'function', 'executes.', 'Thereby', 'disabling', 'concurrent', 'execution', 'over', 'an', 'entire', 'codebase!', ""Cython's"", 'C-like', 'features', 'are', 'poorly', 'documented', 'and', 'confusing', 'to', 'novices.', 'I', 'admit.', ""Cython's"", 'purpose', 'is', 'to', 'support', 'the', 'Sage', 'mathematics', 'software;', ""Go's"", 'is', 'to', 'support', ""Google's"", 'ambitious', 'plans', 'for', 'cutting-edge', 'expensive', '$$', 'hardware.', 'In', 'short,', 'I', 'no', 'longer', 'like', 'either', 'one', 'of', 'these', 'languages.', 'Going', 'back', 'to', 'C++', '(again).', 'My', 'favorite', 'is', 'Cython.']"
26,4962889,"Note that your questions are technically non-sensical because message passing can use shared state so I shall assume that you mean message passing with deep copying to avoid shared state (as Erlang currently does).


  Will using shared state be faster and use less memory than message passing, as locks will mostly be unnecessary because the data is read-only, and only needs to exist in a single location?


Using shared state will be a lot faster.


  How would this problem be approached in a message passing context? Would there be a single process with access to the data structure and clients would simply need to sequentially request data from it? Or, if possible, would the data be chunked to create several processes that hold chunks?


Either approach can be used.


  Given the architecture of modern CPUs & memory, is there much difference between the two solutions -- i.e., can shared memory be read in parallel by multiple cores -- meaning there is no hardware bottleneck that would otherwise make both implementations roughly perform the same?


Copying is cache unfriendly and, therefore, destroys scalability on multicores because it worsens contention for the shared resource that is main memory.

Ultimately, Erlang-style message passing is designed for concurrent programming whereas your questions about throughput performance are really aimed at parallel programming. These are two quite different subjects and the overlap between them is tiny in practice. Specifically, latency is typically just as important as throughput in the context of concurrent programming and Erlang-style message passing is a great way to achieve desirable latency profiles (i.e. consistently low latencies). The problem with shared memory then is not so much synchronization among readers and writers but low-latency memory management.
","['Note', 'that', 'your', 'questions', 'are', 'technically', 'non-sensical', 'because', 'message', 'passing', 'can', 'use', 'shared', 'state', 'so', 'I', 'shall', 'assume', 'that', 'you', 'mean', 'message', 'passing', 'with', 'deep', 'copying', 'to', 'avoid', 'shared', 'state', '(as', 'Erlang', 'currently', 'does).', 'Will', 'using', 'shared', 'state', 'be', 'faster', 'and', 'use', 'less', 'memory', 'than', 'message', 'passing,', 'as', 'locks', 'will', 'mostly', 'be', 'unnecessary', 'because', 'the', 'data', 'is', 'read-only,', 'and', 'only', 'needs', 'to', 'exist', 'in', 'a', 'single', 'location?', 'Using', 'shared', 'state', 'will', 'be', 'a', 'lot', 'faster.', 'How', 'would', 'this', 'problem', 'be', 'approached', 'in', 'a', 'message', 'passing', 'context?', 'Would', 'there', 'be', 'a', 'single', 'process', 'with', 'access', 'to', 'the', 'data', 'structure', 'and', 'clients', 'would', 'simply', 'need', 'to', 'sequentially', 'request', 'data', 'from', 'it?', 'Or,', 'if', 'possible,', 'would', 'the', 'data', 'be', 'chunked', 'to', 'create', 'several', 'processes', 'that', 'hold', 'chunks?', 'Either', 'approach', 'can', 'be', 'used.', 'Given', 'the', 'architecture', 'of', 'modern', 'CPUs', '&', 'memory,', 'is', 'there', 'much', 'difference', 'between', 'the', 'two', 'solutions', '--', 'i.e.,', 'can', 'shared', 'memory', 'be', 'read', 'in', 'parallel', 'by', 'multiple', 'cores', '--', 'meaning', 'there', 'is', 'no', 'hardware', 'bottleneck', 'that', 'would', 'otherwise', 'make', 'both', 'implementations', 'roughly', 'perform', 'the', 'same?', 'Copying', 'is', 'cache', 'unfriendly', 'and,', 'therefore,', 'destroys', 'scalability', 'on', 'multicores', 'because', 'it', 'worsens', 'contention', 'for', 'the', 'shared', 'resource', 'that', 'is', 'main', 'memory.', 'Ultimately,', 'Erlang-style', 'message', 'passing', 'is', 'designed', 'for', 'concurrent', 'programming', 'whereas', 'your', 'questions', 'about', 'throughput', 'performance', 'are', 'really', 'aimed', 'at', 'parallel', 'programming.', 'These', 'are', 'two', 'quite', 'different', 'subjects', 'and', 'the', 'overlap', 'between', 'them', 'is', 'tiny', 'in', 'practice.', 'Specifically,', 'latency', 'is', 'typically', 'just', 'as', 'important', 'as', 'throughput', 'in', 'the', 'context', 'of', 'concurrent', 'programming', 'and', 'Erlang-style', 'message', 'passing', 'is', 'a', 'great', 'way', 'to', 'achieve', 'desirable', 'latency', 'profiles', '(i.e.', 'consistently', 'low', 'latencies).', 'The', 'problem', 'with', 'shared', 'memory', 'then', 'is', 'not', 'so', 'much', 'synchronization', 'among', 'readers', 'and', 'writers', 'but', 'low-latency', 'memory', 'management.']"
27,5372575,"

The underlying type of int, T1, and T2 is int. The underlying type of *T1, T3, and T4 is *T1. 

References:

The Go Programming Language Specification

Conversions

Types

Properties of types and values

Type declarations

Predeclared identifiers

Pointer Type
","[""Here's"", 'my', 'analysis.', '(**myint)(&k)', '--', 'cannot', 'convert', '&k', '(type', '**int)', 'to', 'type', '**myint:', 'type', '**int', 'and', 'type', '**myint', 'are', 'unnamed', 'pointer', 'types', 'and', 'their', 'pointer', 'base', 'types,', 'type', '*int', 'and', 'type', '*myint,', ""don't"", 'have', 'identical', 'underlying', 'types.', 'If', 'T', '(*int', 'or', '*myint)', 'is', 'a', 'pointer', 'type', 'literal,', 'the', 'corresponding', 'underlying', 'type', 'is', 'T', 'itself.', '(*myint)(k)', '--', 'can', 'convert', 'k', '(type', '*int)', 'to', 'type', '*myint:', 'type', '*int', 'and', 'type', '*myint', 'are', 'unnamed', 'pointer', 'types', 'and', 'their', 'pointer', 'base', 'types,', 'type', 'int', 'and', 'type', 'myint', '(type', 'myint', 'int),', 'have', 'identical', 'underlying', 'types.', 'If', 'T', '(int)', 'is', 'a', 'predeclared', 'type,', 'the', 'corresponding', 'underlying', 'type', 'is', 'T', 'itself.', 'If', 'T', '(myint)', 'is', 'neither', 'a', 'predeclared', 'type', 'or', 'nor', 'a', 'type', 'literal,', ""T's"", 'underlying', 'type', 'is', 'the', 'underlying', 'type', 'of', 'the', 'type', 'to', 'which', 'T', 'refers', 'in', 'its', 'type', 'declaration', '(type', 'myint', 'int).', '(myint)(*k)', '--', 'can', 'convert', '*k', '(type', 'int)', 'to', 'type', 'myint:', 'type', 'int', 'and', 'type', 'myint', 'have', 'identical', 'underlying', 'types.', 'If', 'T', '(int)', 'is', 'a', 'predeclared', 'type,', 'the', 'corresponding', 'underlying', 'type', 'is', 'T', 'itself.', 'If', 'T', '(myint)', 'is', 'neither', 'a', 'predeclared', 'type', 'or', 'nor', 'a', 'type', 'literal,', ""T's"", 'underlying', 'type', 'is', 'the', 'underlying', 'type', 'of', 'the', 'type', 'to', 'which', 'T', 'refers', 'in', 'its', 'type', 'declaration', '(type', 'myint', 'int).', ""Here's"", 'the', 'underlying', 'type', 'example', 'from', 'the', 'Types', 'section', 'revised', 'to', 'use', 'integers', 'and', 'int', 'pointers.', 'type', 'T1', 'int', 'type', 'T2', 'T1', 'type', 'T3', '*', 'T1', 'type', 'T4', 'T3', 'The', 'underlying', 'type', 'of', 'int,', 'T1,', 'and', 'T2', 'is', 'int.', 'The', 'underlying', 'type', 'of', '*T1,', 'T3,', 'and', 'T4', 'is', '*T1.', 'References:', 'The', 'Go', 'Programming', 'Language', 'Specification', 'Conversions', 'Types', 'Properties', 'of', 'types', 'and', 'values', 'Type', 'declarations', 'Predeclared', 'identifiers', 'Pointer', 'Type']"
28,5372998,"

http://play.golang.org/p/hyaPFUNlp8
","['Here', 'are', 'two', 'functionally', 'equivalent', 'working', 'versions', 'of', 'your', 'program.', 'package', 'main', 'type', 'mypint', '*', 'int', 'func', 'set', '(', 'a', '*', 'mypint', ')', '{', 'i', ':=', 'int', '(', '5', ')', '*', 'a', '=', '&', 'i', '}', 'func', 'main', '()', '{', 'var', 'k', '*', 'int', 'set', '((*', 'mypint', ')(&', 'k', '))', 'print', '(*', 'k', ')', '}', 'http://play.golang.org/p/l_b9LBElie', 'package', 'main', 'type', 'myint', 'int', 'func', 'set', '(', 'a', '*', 'myint', ')', '*', 'myint', '{', 'i', ':=', 'myint', '(', '5', ')', 'a', '=', '&', 'i', 'return', 'a', '}', 'func', 'main', '()', '{', 'var', 'k', '*', 'int', 'k', '=', '(*', 'int', ')(', 'set', '((*', 'myint', ')(', 'k', ')))', 'print', '(*', 'k', ')', '}', 'http://play.golang.org/p/hyaPFUNlp8']"
